,Created_at,Text,Clean Text,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas
85,2022-03-13 23:58:23+00:00,"@facarlos14 @Ap91Ruben @AdrianMCF Del 2006 diesel, 2001 gasolina y motos del 2003, yo estoy jodido por ambas partes, pero eh, que Arcelor no contamina nada eh",      del 2006 diesel  2001 gasolina y motos del 2003  yo estoy jodido por ambas partes  pero eh  que arcelor no contamina nada eh,es,1,0,2018-07-19 17:50:41+00:00,126,False,21201,"Principado de Asturias, España",
86,2022-03-13 23:58:23+00:00,"RT @CNNEE: ¿Por qué el precio récord de la gasolina no se resuelve extrayendo más petróleo en Estados Unidos?

https://t.co/bUODFrzTDf",  por qu  el precio r cord de la gasolina no se resuelve extrayendo m s petr leo en estados unidos    ,es,0,29,2020-02-04 01:11:11+00:00,1,False,207,"Victor Larco Herrera, Peru",
87,2022-03-13 23:58:21+00:00,RT @guruchuirer: Clausuran gasolineras Shell por vender el litro de gasolina a 30 pesos. Es lo que se merecen por “pasarse de rosca”👇 https…, clausuran gasolineras shell por vender el litro de gasolina a 30 pesos  es lo que se merecen por  pasarse de rosca   https ,es,0,745,2021-03-08 04:14:02+00:00,682,False,22454,,
92,2022-03-13 23:58:10+00:00,"RT @elgatopolitico_: #AhoraResulta 📛
Que dice Marko Cortés que con la 4T aumentaron los males de México, incluso, se atrevió a decir que el…",  ahoraresulta   que dice marko cort s que con la 4t aumentaron los males de m xico  incluso  se atrevi  a decir que el ,es,0,271,2018-12-16 15:07:35+00:00,466,False,78757,,
93,2022-03-13 23:58:09+00:00,"RT @LucianoRevoredo: La gasolina en 20 soles, el gas en 60, no hay pasaportes, brevetes ni dni, pero lo bueno es que no ganó el fujimorismo…", la gasolina en 20 soles  el gas en 60  no hay pasaportes  brevetes ni dni  pero lo bueno es que no gan  el fujimorismo ,es,0,980,2013-08-26 17:31:48+00:00,3171,False,57873,"Lima, PERÚ",
94,2022-03-13 23:58:09+00:00,"RT @AlanFCuba: Tras el aumento del precio del combustible ⛽, chóferes norteamericanos deciden viajar a México y comprar gasolina a menor pr…", tras el aumento del precio del combustible    ch feres norteamericanos deciden viajar a m xico y comprar gasolina a menor pr ,es,0,16,2022-01-13 20:37:19+00:00,85,False,435,#LaHabana,
95,2022-03-13 23:58:09+00:00,"RT @AlanBarrosoA: Cada vez que os digan la tontería de ""20.000 millones para feminismo mientras cada vez pagamos más por la gasolina"" manda…", cada vez que os digan la tonter a de  20 000 millones para feminismo mientras cada vez pagamos m s por la gasolina  manda ,es,0,253,2013-02-09 21:37:56+00:00,61,False,16115,,
96,2022-03-13 23:58:07+00:00,RT @Ojalasupierata1: Dice la NASA que el fin del mundo el 6 de mayo. Por qué narices tenemos que esperar tanto?. Casi dos meses de pagar lu…, dice la nasa que el fin del mundo el 6 de mayo  por qu  narices tenemos que esperar tanto   casi dos meses de pagar lu ,es,0,71,2018-02-22 18:24:31+00:00,216,False,42944,,
97,2022-03-13 23:58:07+00:00,"RT @Dr_Hackenbush: El litro de gasolina ⛽️ a 2 euros / litro y CCOO en contra de la huelga del transporte .
A qué precio hay que poner el k…", el litro de gasolina    a 2 euros   litro y ccoo en contra de la huelga del transporte   a qu  precio hay que poner el k ,es,0,247,2019-02-10 10:16:11+00:00,576,False,54046,,
98,2022-03-13 23:58:06+00:00,"RT @Girauters: ¿Por qué CCOO y UGT no organizan ninguna manifestación por las subidas desorbitadas del precio de la gasolina y la luz?

La…",  por qu  ccoo y ugt no organizan ninguna manifestaci n por las subidas desorbitadas del precio de la gasolina y la luz   la ,es,0,1881,2011-11-10 17:12:44+00:00,476,False,9898,Sevilla,
100,2022-03-13 23:58:00+00:00,RT @CorridosYBandas: Se desmayó al ver el precio de la gasolina https://t.co/7oZ0ErIiHr, se desmay  al ver el precio de la gasolina  ,es,0,322,2021-12-08 04:26:57+00:00,0,False,120,"Austin, TX",
101,2022-03-13 23:57:59+00:00,"RT @GobiernoMX: La gasolina que se vende en México es una de las más baratas de América Latina y del mundo, de acuerdo a @GlobalPetrol.

Gr…", la gasolina que se vende en m xico es una de las m s baratas de am rica latina y del mundo  de acuerdo a     gr ,es,0,1939,2018-01-03 01:13:54+00:00,883,False,77271,,
102,2022-03-13 23:57:58+00:00,"RT @Revolucion3_0: Con la 4T México está protegido: no habrá aumento de precios de gasolina, diésel, ni luz como sucede en Estados Unidos…", con la 4t m xico est  protegido  no habr  aumento de precios de gasolina  di sel  ni luz como sucede en estados unidos ,es,0,16,2014-09-08 18:41:26+00:00,46,False,65,,
103,2022-03-13 23:57:57+00:00,"RT @Francis20772291: ... @Claudiashein checando los precios de la gasolina que le corresponde a @Hacienda_Mexico, @SENER_mx, pero Rocío Nal…",       checando los precios de la gasolina que le corresponde a   mexico    mx  pero roc o nal ,es,0,304,2009-12-04 01:06:32+00:00,2516,False,113877,,
